%time NodeGeneRch GeneSinus Rch
0.057 -1.90211303259 0.190211303259 -0.190211303259
0.058 -1.90211303259 0.190211303259 -0.190211303259
0.059 -1.17557050458 0.117557050458 -0.117557050458
0.06 -2.93905524917e-15 2.93905524917e-16 -2.93905524917e-16
0.061 1.17557050458 -0.117557050458 0.117557050458
0.062 1.90211303259 -0.190211303259 0.190211303259
0.063 1.90211303259 -0.190211303259 0.190211303259
0.064 1.17557050458 -0.117557050458 0.117557050458
0.065 -3.92145083766e-15 3.92145083766e-16 -3.92145083766e-16
0.066 -1.17557050458 0.117557050458 -0.117557050458
0.067 -1.90211303259 0.190211303259 -0.190211303259
0.068 -1.90211303259 0.190211303259 -0.190211303259
0.069 -1.17557050458 0.117557050458 -0.117557050458
0.07 1.07819569245e-14 -1.07819569245e-15 1.07819569245e-15
0.071 1.17557050458 -0.117557050458 0.117557050458
0.072 1.90211303259 -0.190211303259 0.190211303259
0.073 1.90211303259 -0.190211303259 0.190211303259
0.074 1.17557050458 -0.117557050458 0.117557050458
0.075 -3.43160829613e-15 3.43160829613e-16 -3.43160829613e-16
0.076 -1.17557050458 0.117557050458 -0.117557050458
0.077 -1.90211303259 0.190211303259 -0.190211303259
0.078 -1.90211303259 0.190211303259 -0.190211303259
0.079 -1.17557050458 0.117557050458 -0.117557050458
0.08 -3.91874033223e-15 3.91874033223e-16 -3.91874033223e-16
0.081 1.17557050458 -0.117557050458 0.117557050458
0.082 1.90211303259 -0.190211303259 0.190211303259
0.083 1.90211303259 -0.190211303259 0.190211303259
0.084 1.17557050458 -0.117557050458 0.117557050458
0.085 -2.9417657546e-15 2.9417657546e-16 -2.9417657546e-16
0.086 -1.17557050458 0.117557050458 -0.117557050458
0.087 -1.90211303259 0.190211303259 -0.190211303259
0.088 -1.90211303259 0.190211303259 -0.190211303259
0.089 -1.17557050458 0.117557050458 -0.117557050458
0.09 9.80227184144e-15 -9.80227184144e-16 9.80227184144e-16
0.091 1.17557050458 -0.117557050458 0.117557050458
0.092 1.90211303259 -0.190211303259 0.190211303259
0.093 1.90211303259 -0.190211303259 0.190211303259
0.094 1.17557050458 -0.117557050458 0.117557050458
0.095 -2.45192321308e-15 2.45192321308e-16 -2.45192321308e-16
0.096 -1.17557050458 0.117557050458 -0.117557050458
0.097 -1.90211303259 0.190211303259 -0.190211303259
0.098 -1.90211303259 0.190211303259 -0.190211303259
0.099 -1.17557050458 0.117557050458 -0.117557050458
0.1 -1.22460635382e-14 1.22460635382e-15 -1.22460635382e-15
0.101 2.93892626146 -0.293892626146 0.293892626146
0.102 4.75528258148 -0.475528258148 0.475528258148
0.103 4.75528258148 -0.475528258148 0.475528258148
0.104 2.93892626146 -0.293892626146 0.293892626146
0.105 -4.90520167887e-15 4.90520167887e-16 -4.90520167887e-16
0.106 -2.93892626146 0.293892626146 -0.293892626146
0.107 -4.75528258148 0.475528258148 -0.475528258148
0.108 -4.75528258148 0.475528258148 -0.475528258148
0.109 -2.93892626146 0.293892626146 -0.293892626146
0.11 2.2056466896e-14 -2.2056466896e-15 2.2056466896e-15
0.111 2.93892626146 -0.293892626146 0.293892626146
0.112 4.75528258148 -0.475528258148 0.475528258148
0.113 4.75528258148 -0.475528258148 0.475528258148
0.114 2.93892626146 -0.293892626146 0.293892626146
0.115 3.1846541463e-14 -3.1846541463e-15 3.1846541463e-15
0.116 -2.93892626146 0.293892626146 -0.293892626146
0.117 -4.75528258148 0.475528258148 -0.475528258148
0.118 -4.75528258148 0.475528258148 -0.475528258148
0.119 -2.93892626146 0.293892626146 -0.293892626146
0.12 -1.46952762459e-14 1.46952762459e-15 -1.46952762459e-15
0.121 2.93892626146 -0.293892626146 0.293892626146
0.122 4.75528258148 -0.475528258148 0.475528258148
0.123 4.75528258148 -0.475528258148 0.475528258148
0.124 2.93892626146 -0.293892626146 0.293892626146
0.125 -2.45598897122e-15 2.45598897122e-16 -2.45598897122e-16
0.126 -2.93892626146 0.293892626146 -0.293892626146
0.127 -4.75528258148 0.475528258148 -0.475528258148
0.128 -4.75528258148 0.475528258148 -0.475528258148
0.129 -2.93892626146 0.293892626146 -0.293892626146
0.13 1.96072541883e-14 -1.96072541883e-15 1.96072541883e-15
0.131 2.93892626146 -0.293892626146 0.293892626146
0.132 4.75528258148 -0.475528258148 0.475528258148
0.133 4.75528258148 -0.475528258148 0.475528258148
0.134 2.93892626146 -0.293892626146 0.293892626146
0.135 -3.67585194054e-14 3.67585194054e-15 -3.67585194054e-15
0.136 -2.93892626146 0.293892626146 -0.293892626146
0.137 -4.75528258148 0.475528258148 -0.475528258148
0.138 -4.75528258148 0.475528258148 -0.475528258148
0.139 -2.93892626146 0.293892626146 -0.293892626146
0.14 5.39097846225e-14 -5.39097846225e-15 5.39097846225e-15
0.141 2.93892626146 -0.293892626146 0.293892626146
0.142 4.75528258148 -0.475528258148 0.475528258148
0.143 4.75528258148 -0.475528258148 0.475528258148
0.144 2.93892626146 -0.293892626146 0.293892626146
0.145 -7.10610498396e-14 7.10610498396e-15 -7.10610498396e-15
0.146 -2.93892626146 0.293892626146 -0.293892626146
0.147 -4.75528258148 0.475528258148 -0.475528258148
0.148 -4.75528258148 0.475528258148 -0.475528258148
0.149 -2.93892626146 0.293892626146 -0.293892626146
0.15 6.86321659227e-15 -6.86321659227e-16 6.86321659227e-16
0.151 1.17557050458 -0.117557050458 0.117557050458
0.152 1.90211303259 -0.190211303259 0.190211303259
0.153 1.90211303259 -0.190211303259 0.190211303259
0.154 1.17557050458 -0.117557050458 0.117557050458
0.155 1.46979867513e-14 -1.46979867513e-15 1.46979867513e-15
0.156 -1.17557050458 0.117557050458 -0.117557050458
0.157 -1.90211303259 0.190211303259 -0.190211303259
0.158 -1.90211303259 0.190211303259 -0.190211303259
0.159 -1.17557050458 0.117557050458 -0.117557050458
0.16 -7.83748066446e-15 7.83748066446e-16 -7.83748066446e-16
0.161 1.17557050458 -0.117557050458 0.117557050458
0.162 1.90211303259 -0.190211303259 0.190211303259
0.163 1.90211303259 -0.190211303259 0.190211303259
0.164 1.17557050458 -0.117557050458 0.117557050458
0.165 9.76974577627e-16 -9.76974577627e-17 9.76974577627e-17
0.166 -1.17557050458 0.117557050458 -0.117557050458
0.167 -1.90211303259 0.190211303259 -0.190211303259
0.168 -1.90211303259 0.190211303259 -0.190211303259
0.169 -1.17557050458 0.117557050458 -0.117557050458
0.17 5.88353150921e-15 -5.88353150921e-16 5.88353150921e-16
0.171 1.17557050458 -0.117557050458 0.117557050458
0.172 1.90211303259 -0.190211303259 0.190211303259
0.173 1.90211303259 -0.190211303259 0.190211303259
0.174 1.17557050458 -0.117557050458 0.117557050458
0.175 -1.2744037596e-14 1.2744037596e-15 -1.2744037596e-15
0.176 -1.17557050458 0.117557050458 -0.117557050458
0.177 -1.90211303259 0.190211303259 -0.190211303259
0.178 -1.90211303259 0.190211303259 -0.190211303259
0.179 -1.17557050458 0.117557050458 -0.117557050458
0.18 1.96045436829e-14 -1.96045436829e-15 1.96045436829e-15
0.181 1.17557050458 -0.117557050458 0.117557050458
0.182 1.90211303259 -0.190211303259 0.190211303259
0.183 1.90211303259 -0.190211303259 0.190211303259
0.184 1.17557050458 -0.117557050458 0.117557050458
0.185 -2.64650497697e-14 2.64650497697e-15 -2.64650497697e-15
0.186 -1.17557050458 0.117557050458 -0.117557050458
0.187 -1.90211303259 0.190211303259 -0.190211303259
0.188 -1.90211303259 0.190211303259 -0.190211303259
0.189 -1.17557050458 0.117557050458 -0.117557050458
0.19 4.90384642615e-15 -4.90384642615e-16 4.90384642615e-16
0.191 1.17557050458 -0.117557050458 0.117557050458
0.192 1.90211303259 -0.190211303259 0.190211303259
0.193 1.90211303259 -0.190211303259 0.190211303259
0.194 1.17557050458 -0.117557050458 0.117557050458
0.195 -1.1764352513e-14 1.1764352513e-15 -1.1764352513e-15
0.196 -1.17557050458 0.117557050458 -0.117557050458
0.197 -1.90211303259 0.190211303259 -0.190211303259
0.198 -1.90211303259 0.190211303259 -0.190211303259
0.199 -1.17557050458 0.117557050458 -0.117557050458
